id,name,description,image,price,ingredients,category
66,Bánh Nậm,"Bánh nậm mỏng dẹt, gói lá chuối, làm từ bột gạo pha loãng, nhân tôm thịt băm nhuyễn, hấp chín mềm mịn, ăn kèm nước mắm – món Huế giản dị nhưng thơm ngon.",https://res.cloudinary.com/dai92e7cq/image/upload/v1746705417/B%C3%A1nh_N%E1%BA%ADm_xczagm.jpg,30000,"Bột gạo, tôm, thịt, gói lá dong, gia vị",Snack bar
67,Bánh Tôm,"Bánh tôm chiên giòn với vỏ bột bọc ngoài con tôm tươi, vàng ruộm và giòn rụm, thường ăn kèm rau sống và nước mắm chua ngọt – nổi bật nhất ở Hồ Tây, Hà Nội.",https://res.cloudinary.com/dai92e7cq/image/upload/v1746705416/B%C3%A1nh_T%C3%B4m_vxgrsn.jpg,40000,"Tôm, bột mì, hành, gia vị",Snack bar
68,Bánh Tro,"Bánh tro (bánh ú tro) làm từ nếp ngâm nước tro rơm, gói bằng lá dong, luộc chín, có vị thanh mát và hơi dẻo dai, thường dùng kèm mật mía trong dịp Tết Đoan Ngọ.",https://res.cloudinary.com/dai92e7cq/image/upload/v1746705416/B%C3%A1nh_Tro_qelsx6.jpg,25000,"Bột tro, gạo nếp, nước vôi, gia vị",Snack bar
69,Mì Cay Hàn Quốc,"Mì Hàn với nước súp cay đỏ, thêm xúc xích, cá viên, trứng gà, nấm kim châm và phô mai – thường được yêu thích bởi giới trẻ.",https://res.cloudinary.com/dai92e7cq/image/upload/v1746705414/M%C3%AC_Cay_H%C3%A0n_Qu%E1%BB%91c_jldpsd.jpg,70000,"Mì gói Hàn, xúc xích, trứng, nấm, phô mai, ớt Hàn",Snack bar
70,Bánh Tráng Trộn,"Bánh tráng khô cắt sợi, trộn cùng các nguyên liệu phong phú như bò khô xé sợi, trứng cút luộc, xoài xanh bào sợi, rau răm thơm lừng, đậu phộng rang giòn, mỡ hành và nước sốt me chua ngọt và tất cả được trộn đều tạo ra một món ăn rất bắt miệng. ",https://res.cloudinary.com/dai92e7cq/image/upload/v1746705414/B%C3%A1nh_Tr%C3%A1ng_Tr%E1%BB%99n_ampqcp.jpg,30000,"Bánh tráng khô, bò khô, xoài xanh, trứng cút, rau răm, mỡ hành, đậu phộng, muối tôm, nước sốt me, hành phi, ớt sate.",Snack bar
71,Xúc Xích Nướng,"Xúc xích hun khói được nướng trực tiếp trên than hồng hoặc máy nướng, làm dậy mùi thơm đặc trưng. Ăn kèm với tương ớt, tương cà hoặc sốt phô mai.",https://res.cloudinary.com/dai92e7cq/image/upload/v1746705411/X%C3%BAc_X%C3%ADch_N%C6%B0%E1%BB%9Bng_yhtgld.jpg,20000,"Xúc xích (heo/gà), dầu ăn, tương ớt, tương cà, sốt phô mai (tuỳ chọn), que tre.",Snack bar
72,Bánh Mì Que Pate,"Loại bánh mì nhỏ, dài, có vỏ giòn rụm, được phết pate thơm béo và tương ớt sate cay nồng. Món này có thể thêm phô mai tan chảy để tăng độ hấp dẫn. ",https://res.cloudinary.com/dai92e7cq/image/upload/v1746705411/B%C3%A1nh_M%C3%AC_Que_Pate_cwgqe2.jpg,20000,"Bánh mì que, pate gan heo, sate ớt, phô mai.",Snack bar
73,Bánh Gạo Cay (Tokbokki),"Bánh gạo dẻo mềm, được nấu trong sốt cay ngọt từ tương ớt Hàn Quốc, ăn kèm chả cá, trứng luộc và hành boa rô. Món ăn có vị cay nồng, ngọt dịu và độ dẻo từ bánh gạo",https://res.cloudinary.com/dai92e7cq/image/upload/v1746705411/B%C3%A1nh_G%E1%BA%A1o_Cay_Tokbokki_zq7eq6.jpg,40000,"Bánh gạo Hàn Quốc, gochujang, đường, nước tương, chả cá, trứng, hành boa rô, mè rang.",Snack bar
74,Phô Mai Que,"Phô mai mozzarella cắt thành thanh, bọc lớp bột chiên giòn và chiên ngập dầu đến khi vàng. Khi cắn vào, phô mai tan chảy kéo sợi dài hấp dẫn",https://res.cloudinary.com/dai92e7cq/image/upload/v1746705410/Ph%C3%B4_Mai_Que_monnbh.jpg,20000,"Phô mai mozzarella, bột mì, bột chiên xù, trứng, dầu ăn.",Snack bar
75,Trứng Cút Lộn Xào Me,"Trứng cút lộn được luộc chín rồi xào với sốt me chua cay ngọt. Thêm rau răm, đậu phộng rang và hành phi, tạo nên hương vị đậm đà, thơm béo. ",https://res.cloudinary.com/dai92e7cq/image/upload/v1746705410/Tr%E1%BB%A9ng_C%C3%BAt_L%E1%BB%99n_X%C3%A0o_Me_kvyia5.jpg,30000,"Trứng cút lộn, nước me, đường, nước mắm, rau răm, hành phi, đậu phộng, ớt.",Snack bar
76,Khoai tây chiên,"Khoai tây được cắt thanh dài hoặc lát mỏng, chiên ngập dầu đến khi vàng giòn bên ngoài, mềm bùi bên trong. Thường ăn kèm tương cà, tương ớt hoặc phô mai, là món ăn vặt khoái khẩu của mọi lứa tuổi.",https://res.cloudinary.com/dai92e7cq/image/upload/v1746704716/Khoai_t%C3%A2y_chi%C3%AAn_bsjiah.jpg,20000,"Khoai tây, dầu ăn, muối, tương cà",Snack bar
77,Bánh tráng trộn + Trà tắc,"Bánh tráng cắt sợi trộn xoài xanh, trứng cút, khô bò, rau răm và sốt me cay ngọt, dùng kèm ly trà tắc mát lạnh, giúp cân bằng vị giác và giải nhiệt.",https://res.cloudinary.com/dai92e7cq/image/upload/v1746704562/B%C3%A1nh_tr%C3%A1ng_tr%E1%BB%99n_Tr%C3%A0_t%E1%BA%AFc_numnbj.jpg,50000,,Combo tiện lợi
78,Xúc xích nướng + Khoai tây chiên,"Xúc xích hun khói nướng thơm lừng kết hợp khoai tây chiên giòn vàng, chấm kèm tương ớt cay nhẹ – món ăn nhanh tiện lợi, phù hợp mọi lứa tuổi.",https://res.cloudinary.com/dai92e7cq/image/upload/v1746704562/X%C3%BAc_x%C3%ADch_n%C6%B0%E1%BB%9Bng_Khoai_t%C3%A2y_chi%C3%AAn_brzgdg.jpg,30000,,Combo tiện lợi
79,Bánh mì que pate + Sữa đậu nành,"Bánh mì que vỏ giòn phết pate đậm vị, thêm chút sate cay, ăn kèm sữa đậu nành béo nhẹ – bữa sáng gọn nhẹ, đầy năng lượng.",https://res.cloudinary.com/dai92e7cq/image/upload/v1746704561/B%C3%A1nh_m%C3%AC_que_pate_S%E1%BB%AFa_%C4%91%E1%BA%ADu_n%C3%A0nh_omvvme.jpg,30000,,Combo tiện lợi
80,Tokbokki + Trà đào,"Bánh gạo Hàn Quốc mềm dẻo nấu sốt cay ngọt đậm đà, đi cùng ly trà đào thơm dịu, mát lạnh – món ăn vặt nổi bật không thể bỏ lỡ.",https://res.cloudinary.com/dai92e7cq/image/upload/v1746704561/Tokbokki_Tr%C3%A0_%C4%91%C3%A0o_gkqiwu.jpg,55000,,Combo tiện lợi
81,Nem rán + Phô mai que,"Nem cuộn thịt chiên vàng giòn bên ngoài, dẻo thơm bên trong, kết hợp phô mai kéo sợi béo ngậy",https://res.cloudinary.com/dai92e7cq/image/upload/v1746704560/Nem_r%C3%A1n_Ph%C3%B4_mai_que_cqi8o7.jpg,40000,,Combo tiện lợi
82,Bánh mì ốp la + Trà đá,"Ổ bánh mì giòn kẹp trứng ốp la lòng đào béo ngậy, thêm chút muối tiêu hoặc tương ớt, dùng kèm trà đá mát lạnh – bữa sáng đơn giản nhưng tròn vị và tiện lợi.",https://res.cloudinary.com/dai92e7cq/image/upload/v1746704559/B%C3%A1nh_m%C3%AC_%E1%BB%91p_la_Tr%C3%A0_%C4%91%C3%A1_ymvsgk.jpg,35000,,Combo tiện lợi
83,Bánh mì chảo + Cà phê trứng,"Chảo bánh mì nóng hổi gồm pate, trứng ốp, xúc xích và sốt cà đậm đà, ăn kèm bánh mì. Uống cùng cà phê trứng béo mịn – bữa sáng đầy năng lượng, đậm chất Việt.",https://res.cloudinary.com/dai92e7cq/image/upload/v1746704558/B%C3%A1nh_m%C3%AC_ch%E1%BA%A3o_C%C3%A0_ph%C3%AA_tr%E1%BB%A9ng_vs9gco.jpg,70000,,Combo tiện lợi
84,Bánh khọt + Nước rau má,"Bánh khọt giòn rụm, nhân tôm tươi và mỡ hành, ăn cùng rau sống và nước mắm chua ngọt. Kèm ly rau má thanh mát, giúp cân bằng vị và giải nhiệt hiệu quả",https://res.cloudinary.com/dai92e7cq/image/upload/v1746704558/B%C3%A1nh_kh%E1%BB%8Dt_N%C6%B0%E1%BB%9Bc_rau_m%C3%A1_kwrtpp.jpg,45000,,Combo tiện lợi
85,Bánh xèo + Nước mía,"Bánh xèo vàng giòn nhân tôm thịt, giá đỗ, ăn kèm rau sống cuốn bánh, chấm nước mắm pha. Kèm ly nước mía ngọt dịu mát lạnh – combo đậm chất miền Nam.",https://res.cloudinary.com/dai92e7cq/image/upload/v1746704558/B%C3%A1nh_x%C3%A8o_N%C6%B0%E1%BB%9Bc_m%C3%ADa_meavde.jpg,35000,,Combo tiện lợi
86,Gỏi cuốn + Sinh tố bơ,"Gỏi cuốn tôm thịt cuộn rau sống và bún mềm mịn, chấm mắm nêm đậm đà. Dùng cùng sinh tố bơ sánh mịn, béo ngậy – combo thanh mát, dinh dưỡng.",https://res.cloudinary.com/dai92e7cq/image/upload/v1746704557/G%E1%BB%8Fi_cu%E1%BB%91n_Sinh_t%E1%BB%91_b%C6%A1_wmlo5c.jpg,60000,,Combo tiện lợi
87,Mì cay Hàn Quốc + Nước ép trái cây,"Mì Hàn sợi to dai với nước dùng cay nồng, kèm xúc xích, bò, hải sản và rau. Giải nhiệt bằng ly nước ép trái cây tươi – vừa no vừa cân bằng vị cay.",https://res.cloudinary.com/dai92e7cq/image/upload/v1746704557/M%C3%AC_cay_H%C3%A0n_Qu%E1%BB%91c_N%C6%B0%E1%BB%9Bc_%C3%A9p_tr%C3%A1i_c%C3%A2y_jgjrem.jpg,110000,,Combo tiện lợi
88,Xôi mặn + Nước dừa tươi,"Xôi nếp dẻo thơm phủ chả lụa, thịt kho, hành phi và trứng muối, đậm đà và no lâu. Uống kèm nước dừa tươi mát lạnh – bữa sáng tiện lợi và bổ dưỡng.",https://res.cloudinary.com/dai92e7cq/image/upload/v1746704556/X%C3%B4i_m%E1%BA%B7n_N%C6%B0%E1%BB%9Bc_d%E1%BB%ABa_t%C6%B0%C6%A1i_qan5vy.jpg,85000,,Combo tiện lợi
89,Bánh bao + Nước ép trái cây,"Bánh bao nhân thịt heo trứng cút hấp nóng, mềm thơm. Uống cùng nước ép trái cây tươi nguyên chất – bữa ăn nhẹ nhàng nhưng giàu năng lượng và dinh dưỡng.",https://res.cloudinary.com/dai92e7cq/image/upload/v1746704556/B%C3%A1nh_bao_N%C6%B0%E1%BB%9Bc_%C3%A9p_tr%C3%A1i_c%C3%A2y_djppcn.jpg,80000,,Combo tiện lợi
